Det 6. verdenshav - HAV (Kapsejlads 2025),https://www.youtube.com/watch?v=o_IGgGbslFs&ab_channel=HAV,15,,
Apo 2023 -  Ild på floor,https://www.youtube.com/watch?v=XJSDMeqW2Xo&ab_channel=Apollonia-Tandl%C3%A6geskolensfestudvalg,80,,
Humbug 2024,https://www.youtube.com/watch?v=bNZAjKJIBMw&ab_channel=Humbug,22,,
FUT 2018,https://www.youtube.com/watch?v=M_c-Dp-j_cM&ab_channel=FUTIngeni%C3%B8rernesFestudvalg,65,,
Umbi 2023 - ambulanceTRANCE ,https://www.youtube.com/watch?v=_ZeulhpR2iY&ab_channel=PartysympaticusProductions,5,,
I O O S - Apollonia (Kapsejlads 2025),https://www.youtube.com/watch?v=sTsVZyiJZkE&ab_channel=Apollonia-Tandl%C3%A6geskolensfestudvalg,200,,
Hav 2024,https://www.youtube.com/watch?v=oduBxqYReHs&feature=youtu.be,6,,
Øf 2021,https://www.youtube.com/watch?v=qpEuGk4_I9w&ab_channel=%C3%98konomiskForening,20,,
Umbi 2019,https://www.youtube.com/watch?v=a1vnDCgqlt4&ab_channel=PartysympaticusProductions,20,,
@lkymia 2022,https://www.youtube.com/watch?v=8owWovP8g-8&ab_channel=alkymiaalkymia,10,,
Psykologi 2022,https://www.youtube.com/watch?v=E-Abv6THrnk&ab_channel=PsykologiKapsejlads,35,,
UMBI 2024 Heksedoktor,https://www.youtube.com/watch?v=S7QpIhLsEH8&ab_channel=PartysympaticusProductions,115,,
Kemisk Krig - @lkymia (Kapsejlads 2025),https://www.youtube.com/watch?v=WnhOr99omaA&ab_channel=alkymiaalkymia,20,,
Siffos 2018 Glemt alt om Niklas,https://www.youtube.com/watch?v=-hpTuDqJljE&t=127s&ab_channel=ForeningenSIFFOS,38,,
FUT I BÅDEN - Kapsejlads 2025,https://www.youtube.com/watch?v=WI7gDvS4PWM,68,,
Øf 2022,https://www.youtube.com/watch?v=CdDcRCiUaSQ&ab_channel=%C3%98konomiskForening,15,,
Humbug 2023 - Humanjorder jer,https://www.youtube.com/watch?v=uIRmvhqteWs&ab_channel=Humbug,0,,
Psykologi 2018,https://www.youtube.com/watch?v=JpT7VmzZI6I&ab_channel=PsykologiKapsejlads,0,,
ØF 2024,https://www.youtube.com/watch?v=adPpYYTdXq4&ab_channel=%C3%98konomiskForening,2,,
@lkymia 2023 - Den bedste Toer,https://soundcloud.com/alkymiafredagsbar/den-bedste-toer-kapsejlads-2023,80,,
SL 2023 - FugleFrekvenser,https://www.youtube.com/watch?v=ZnvTYnQzZwQ&ab_channel=SLFestudvalg,42,,
Jura 2023 - DEN SPANSKE SYGE,https://www.youtube.com/watch?v=JFSiyfRNJQw&ab_channel=JuridiskSelskab,0,,
Siffos 2022,https://www.youtube.com/watch?v=uwkqWdn9FkM&ab_channel=ForeningenSIFFOS,20,,
Beerceps 2024,https://www.youtube.com/watch?v=XAkcDmlaMUs&feature=youtu.be,130,,
Psykologi 2017,https://www.youtube.com/watch?v=-RBCdO08914&ab_channel=PsykologiKapsejlads,30,,
