Skud ud til ole for at få tiden til at gå med at danse til det fede musik mens folk træner,https://www.youtube.com/watch?v=PIb6AZdTr-A,24
Skud ud til at Nikolaj ikke skal til fødselsdag i dag,https://www.youtube.com/watch?v=rfJJuVFRnro,9
Skud ud til at drikke sig viktor Weilert stiv,https://www.youtube.com/watch?v=b70BtemAv9w,12
skud ud til at bootycalle efter kappen,https://www.youtube.com/watch?v=XJSDMeqW2Xo,14
Skud ud til Harrits der bare skal være patte,https://www.youtube.com/watch?v=vZLd81IHGQw,14
skud ud til harrits der bliver drukket under og kaster op i mussemors skuffe,https://www.youtube.com/watch?v=TvRbO5xpHO8,3
Skud ud til ukraines Nationalmelodi,https://www.youtube.com/watch?v=6Ejga4kJUts,180
Skud ud til  Nikolaj Jakobsen og Marie Key,https://www.youtube.com/watch?v=t2iR-adn3sA,42
Skud ud til at klæde sig ud som pirat,https://www.youtube.com/watch?v=0Bb_w7nOBwg,0
Skud ud til at diskosnave,https://www.youtube.com/watch?v=W6Jc3Jas-CI,22
Skud ud til Jens der bliver Pigesur fordi Liv er dårlig til MUFF,https://www.youtube.com/watch?v=xl0PdRvNFDo,10
Skud ud til at være blevet så gode til buffalo at vi kan kommer gennem to runder uden at fejle en gang,https://www.youtube.com/watch?v=s1VvkxpgwMk,0
Skud ud til at der kun er 10 numre igen,https://www.youtube.com/watch?v=YnopHCL1Jk8,53
Skud ud til Oles stramme shorts,https://www.youtube.com/watch?v=bKDdT_nyP54,38
skud ud til at træne barkass i Bøffen,https://www.youtube.com/watch?v=XAkcDmlaMUs,49
Skud ud til de uduelige kandidater,https://www.youtube.com/watch?v=xJWFHN2rQlU,0
skud ud til at Superman en hoe senere,https://www.youtube.com/watch?v=KexAaavdXNU,0
Skud ud til at overspise til fester,https://www.youtube.com/watch?v=l45gSwtofBs,0
Skud ud til at en mango ikke er rød,https://www.youtube.com/watch?v=bNZAjKJIBMw,5
Skud ud til Niko der elsker pølser,https://www.youtube.com/watch?v=OE0WpnFPIFc,24
Skud ud til at Apo ser alvorlige ud i år,https://www.youtube.com/watch?v=PkgJVpmUW1U,15
Jeg tror ikke det her sker i år,https://www.youtube.com/watch?v=nnBisxzmUb8,30
VELKOMMEN TIL KLUB 100,https://www.youtube.com/watch?v=DTDfUC6PcI8,17
